Site,Date,Lat,Lon,Prec1,Prec7,Prec30,MaxP7,MaxP30
ALMYR_DW,19/05/2020,39.18198732,22.77727457,0,0,15.51,0,4.99
ANTHEM_DW,24/05/2019,40.516981,22.991656,6.64,7.11,17.62,6.64,6.64
ANTHEM_DW,27/05/2021,40.516981,22.991656,0,0.14,5.98,0.11,3.38
ANTHEM_DW,1/9/2021,40.516981,22.991656,0.16,3.12,27.14,2.12,11.07
ANTHEM_DW,18/09/2018,40.516981,22.991656,1.82,2.32,38.8,1.82,30.56
ANTHEM_DW,2/2/2020,40.516981,22.991656,0,1.31,8.91,0.77,4
ANTHEM_DW,27/02/2018,40.516981,22.991656,17.97,49.12,113.27,17.97,29.47
BOGDANO,19/05/2019,40.72882778,23.06355,0,13.72,33.52,7.12,7.12
INDUSTRY,25/08/2020,38.3056496,23.6236035,0,0.01,11.81,0.01,5.26
KOILADA,11/5/2019,40.549144,21.714947,0.27,6.05,58.63,3.22,12.17
KOILADA,13/05/2021,40.549144,21.714947,0.32,2.3,41.54,1.95,15.32
KOILADA,16/09/2018,40.549144,21.714947,0,0.28,26.38,0.21,23.33
KOILADA,17/09/2019,40.549144,21.714947,0,2.73,7.73,1.7,2.3
KOILADA,1/9/2020,40.549144,21.714947,0,2.29,61.57,2.29,21.44
KOSTARAZI,21/01/2020,40.43514962,21.32095144,0.02,0.33,31.55,0.18,21.39
KRYA_DW,14/05/2018,38.08636136,23.7662182,0.13,14.6,46.27,6.12,24.25
LASPO_DW,12/5/2020,40.94023,24.91563,0.15,13.56,40.19,12.23,12.23
LASPO_DW,23/09/2021,40.94023,24.91563,4.02,5.01,14.6,4.02,5.72
LASPO_DW,22/02/2018,40.94023,24.91563,6.14,6.96,95.96,6.14,20.66
LASPO_DW,12/2/2021,40.94023,24.91563,12.69,35.91,140.07,22.67,38.97
LASPO_UP,29/05/2018,40.972236,24.895455,0,1.77,32.73,0.69,7.41
LASPO_UP,28/05/2019,40.972236,24.895455,0,14.76,66.65,11.74,20.02
LASPO_UP,10/9/2019,40.972236,24.895455,0,0.12,5.92,0.12,2.87
LITHEO_DW,5/5/2018,39.53782804,21.89974918,3.18,13.14,20.47,6.13,6.13
LITHEO_DW,4/6/2019,39.53782804,21.89974918,3.22,5.8,33.83,3.22,16.76
LITHEO_DW,18/02/2019,39.53782804,21.89974918,0,7.45,104.95,4.8,28.6
LITHEO_DW,18/02/2020,39.53782804,21.89974918,0,23.42,33.82,17.63,17.63
MESOHOR,23/05/2019,41.09726759,25.36603061,0,3.39,36.49,2.57,8.81
MESOHOR,21/09/2018,41.09726759,25.36603061,0,0.12,11.16,0.07,6.08
MESOHOR,4/9/2021,41.09726759,25.36603061,0.02,5.74,11.46,5.18,5.18
PORTAIK,12/7/2021,39.526511,21.7122,1.36,1.62,19.76,1.36,5.18
VOZVOZ,12/5/2020,41.01488751,25.31924269,0.18,8.74,29.2,8.12,8.91
3POTAM,2/5/2018,40.53310984,22.19779814,0.65,4.23,15.7,2.75,6.03
3POTAM,12/5/2019,40.53310984,22.19779814,0,3.23,62.35,2.22,17.87
3POTAM,11/5/2020,40.53310984,22.19779814,0.04,5.81,44.45,5.25,8.61
3POTAM,15/05/2021,40.53310984,22.19779814,0.02,1.12,54.58,0.77,14.96
3POTAM,8/3/2018,40.53310984,22.19779814,0.25,12.3,168.26,7.38,35.34
3POTAM,22/02/2019,40.53310984,22.19779814,0,0.46,111.16,0.45,40.68
3POTAM,23/01/2020,40.53310984,22.19779814,0,0.76,7.89,0.51,3.09
3POTAM,26/02/2021,40.53310984,22.19779814,0,0.95,46.03,0.44,13.14
3POTAM,30/08/2021,40.53310984,22.19779814,0.74,2.14,10.89,0.74,2.03
3POTAMO,25/04/2018,37.36144199,22.09469877,0.01,1.94,19.93,0.97,4.37
3POTAMO,15/04/2021,37.36144199,22.09469877,0,1.71,66,1.5,9.03
3POTAMO,27/02/2018,37.36144199,22.09469877,16.07,49.92,158.12,16.92,24.92
A10,21/05/2018,40.657406,22.697451,1.86,6.85,43.44,3.93,11.81
A10,17/05/2019,40.657406,22.697451,1.84,10.57,23.29,4.97,4.97
A10,3/10/2018,40.657406,22.697451,0.01,14.4,14.78,13.56,13.56
A10,23/07/2019,40.657406,22.697451,0.07,9.66,67.62,8.67,40
A10,25/05/2021,40.657406,22.697451,0,0.02,4.43,0.01,2.79
A10,25/02/2018,40.657406,22.697451,6.38,15.6,66.75,6.38,22.22
A10,5/2/2021,40.657406,22.697451,0.01,3.49,56.56,1.34,12.81
A10,22/07/2021,40.657406,22.697451,0,6.05,10.22,5.94,5.94
A10,14/07/2020,40.657406,22.697451,0.11,2.98,15.13,2.81,5.89
A2,17/05/2019,40.862941,21.629708,11.62,44.23,63.32,17.15,17.15
A2,17/05/2019,40.52782545,22.71522152,2,9.92,22.88,3.72,4.47
A2,19/05/2020,40.862941,21.629708,0.33,0.36,33.64,0.33,10.49
A2,19/05/2020,40.52782545,22.71522152,0,0.01,14.65,0.01,6.94
A2,21/05/2018,40.862941,21.629708,7.42,18.44,78.02,7.42,14.26
A2,21/05/2018,40.52782545,22.71522152,1.75,6.74,42.98,3.85,9.81
A2,22/07/2019,40.862941,21.629708,0,20.37,47.98,19.38,19.38
A2,22/07/2019,40.52782545,22.71522152,0,12.32,76.79,10.94,42.82
A2,14/07/2020,40.862941,21.629708,0,3.54,42.86,3.15,9.22
A2,14/07/2020,40.52782545,22.71522152,0.15,2.65,14.84,2.4,6.51
A2,25/05/2021,40.862941,21.629708,0.09,1,13.16,0.85,5.89
A2,25/05/2021,40.52782545,22.71522152,0,0.02,5.11,0.02,3.78
A2,3/10/2018,40.862941,21.629708,0,4.91,5.47,4.23,4.23
A2,3/10/2018,40.52782545,22.71522152,0.05,16.23,16.75,14.78,14.78
A2,5/2/2021,40.862941,21.629708,0.01,13.42,113.61,8.28,17.86
A2,5/2/2021,40.52782545,22.71522152,0.04,2.92,55.2,1.11,13.16
A2,25/02/2018,40.862941,21.629708,5.26,19.94,93.27,6.53,19.71
A2,25/02/2018,40.52782545,22.71522152,6.7,17.56,68.92,6.7,25.28
A25,18/05/2018,40.895188,22.615196,0.12,6.31,39.82,1.93,15.31
A25,25/05/2021,40.895188,22.615196,0,0.38,6.96,0.16,3.1
A25,4/10/2018,40.895188,22.615196,3.54,15.6,16.13,11.97,11.97
A25,17/05/2019,40.895188,22.615196,1.37,14.04,29.96,7.51,7.51
A25,29/01/2021,40.895188,22.615196,0,13.88,123.1,4.96,40.73
A25,26/02/2019,40.895188,22.615196,0.01,5.23,49.68,5.13,12.72
AG_DIMITRIOS_UP,11/9/2021,38.111463,24.435745,1.16,2.11,2.25,1.16,1.16
AG_FLOROS,3/2/2019,37.16907112,22.02451204,0,41.73,318.95,18.37,60.99
AG_FLOROS,24/01/2020,37.16907112,22.02451204,0,0.24,9.69,0.08,3.67
AG_MARKOU,14/05/2018,40.16600678,21.84285204,1.73,38.03,90.61,9.21,15.2
AG_THOMAS,17/04/2019,38.38216987,21.45569016,0.29,36.89,95.9,13.43,13.43
AG_THOMAS,19/02/2019,38.38216987,21.45569016,0.01,4.89,183.9,3.9,25.51
AG_THOMAS,23/07/2019,38.38216987,21.45569016,0,10.21,16.67,7.81,7.81
AG_THOMAS,9/7/2020,38.38216987,21.45569016,0.01,5.83,16.19,3.82,3.82
AG3,22/05/2018,40.927238,23.828493,0.43,10.85,70.05,6.52,16.64
AG3,21/05/2019,40.927238,23.828493,0.13,7.11,25.84,3.72,7.37
AG3,12/9/2019,40.927238,23.828493,0.02,5.75,36.61,4.26,13.3
AG3,13/09/2020,40.927238,23.828493,0,0.01,10.31,0,4.82
AG3,15/09/2018,40.927238,23.828493,0.01,5.39,14.29,2.86,2.97
AG3,27/02/2019,40.927238,23.828493,0,8.15,42.11,6.37,10.04
AG3,26/09/2021,40.927238,23.828493,0,8.07,26.08,6.09,6.89
AG31,1/3/2019,41.041846,24.037177,0,8.07,35.81,5.09,10.43
AG31,2/2/2021,41.041846,24.037177,8.85,36.23,177.17,17.11,32.42
AG31,1/3/2018,41.041846,24.037177,1.65,42.87,120.21,17.93,17.93
AGGISTRO,23/05/2018,41.370423,23.353469,0.1,13.77,96.67,7.01,24.84
ALMYR_DW,3/5/2018,39.18198732,22.77727457,0.01,1.45,11.21,1.12,5.03
ALMYR_DW,24/02/2019,39.18198732,22.77727457,30.69,33.53,129.09,30.69,39.69
AMYNTAS,13/05/2021,40.660245,21.64816,0.11,1.88,41.92,1.76,13.17
AMYNTAS,16/09/2018,40.660245,21.64816,0.01,0.35,30,0.25,25.24
AMYNTAS,4/9/2019,40.660245,21.64816,1.63,1.68,6,1.63,2
AMYNTAS,25/02/2021,40.660245,21.64816,0,0.5,70.33,0.3,18.02
AMYNTAS,24/02/2019,40.660245,21.64816,5.93,6.88,77.6,5.93,29.85
AMYNTAS,15/05/2018,40.660245,21.64816,0.67,36.36,96.72,11.48,14.23
APODIARIS_DW,7/6/2019,34.99905002,25.32956581,0,0.36,1.65,0.16,0.53
APIDITSA,15/04/2021,37.39018312,22.08634712,0,1.71,66,1.5,9.03
APIDITSA,25/04/2018,37.39018312,22.08634712,0.01,1.94,19.93,0.97,4.37
APIDITSA,2/7/2020,37.39018312,22.08634712,0,4.18,9.68,3.49,3.49
APIDITSA,24/08/2018,37.39018312,22.08634712,0.01,0.91,23.94,0.48,6.2
APIDITSA,20/07/2019,37.39018312,22.08634712,1.23,22.25,31.82,19.28,19.28
APOKRIMNO_DW,21/05/2018,40.877654,25.898887,0.07,1.05,35.74,0.68,8.85
APOKRIMNO_DW,24/09/2019,40.877654,25.898887,0,1.94,2.04,1.93,1.93
APOKRIMNO_DW,23/05/2019,40.877654,25.898887,0,4.29,35.61,2.41,5.77
APOKRIMNO_DW,13/05/2021,40.877654,25.898887,0,1.41,23,1.09,6.54
APOKRIMNO_DW,10/2/2021,40.877654,25.898887,1.07,23.22,280.33,20.68,85.96
ARAP_DW,2/5/2018,40.659928,22.134234,1.11,5.14,18.17,2.96,6.24
ARAP_DW,15/05/2021,40.659928,22.134234,0.06,1.12,47.29,0.71,11.63
ARAP_DW,17/09/2018,40.659928,22.134234,0,0.05,18.7,0.03,14.77
ARAP_DW,12/5/2019,40.659928,22.134234,0,3.51,57.75,2.48,16.25
ARAP_DW,11/5/2020,40.659928,22.134234,0,4.15,42.25,4.01,9.45
ARAP_DW,23/02/2018,40.659928,22.134234,3.56,20.72,99.92,6.51,27.84
ARAP_DW,22/02/2019,40.659928,22.134234,0,0.63,110.69,0.63,44.55
ARAP_DW,22/01/2020,40.659928,22.134234,0,0.29,7.97,0.21,3.38
ARAP_DW,26/02/2021,40.659928,22.134234,0,1.32,49.79,0.81,14.49
ARAP_DW,5/9/2019,40.659928,22.134234,0.02,0.05,1.22,0.02,0.76
ARAP_DW,2/9/2020,40.659928,22.134234,0.01,0.01,50.97,0.01,15.86
ARIS,23/04/2018,37.081972,22.02721384,0,1.47,29.27,0.53,12.71
ARIS,27/08/2018,37.081972,22.02721384,0.38,3.29,18.74,2.35,8.11
ARIS,28/06/2019,37.081972,22.02721384,0.03,1.56,12.36,1.31,2.61
ARIS,2/7/2020,37.081972,22.02721384,0,4.31,7.84,4.26,4.26
ARIS,4/7/2021,37.081972,22.02721384,0,0.64,23.1,0.63,8.7
ARIS,4/3/2018,37.081972,22.02721384,0.19,39.79,210.35,18.35,30.88
ARIS,4/2/2019,37.081972,22.02721384,0,48.59,374.38,23.46,72.3
ARIS,24/05/2020,37.081972,22.02721384,2.82,16.32,35.87,11.7,18.18
ASOPOS,10/5/2019,37.81631977,22.5520971,0,3.6,55.75,2.52,13.59
ASOPOS_MD,13/06/2021,37.877151,22.652138,11.13,16.23,17.91,11.13,11.13
ASPROLAKKAS,19/05/2018,40.462724,23.778663,0.73,1.58,51.03,0.73,20.26
ASPROPO,21/05/2019,41.038949,25.209137,0.01,2.64,37.65,1.41,11.46
ASPROPO,12/5/2020,41.038949,25.209137,0.14,9.6,31.11,8.93,8.93
ASPROPO,20/05/2018,41.038949,25.209137,1.12,2.27,21.76,1.12,7.71
ASPROPO,21/09/2018,41.038949,25.209137,0,0.17,7.73,0.08,3.27
ASPROPO,21/02/2018,41.038949,25.209137,0.54,24.81,95.46,23.87,23.87
ASPROPO,20/02/2019,41.038949,25.209137,0,1.72,166.8,1.04,49.11
ASPROPO,5/9/2021,41.038949,25.209137,0,5.44,9.98,5.2,5.2
ASPROPO,12/2/2021,41.038949,25.209137,14.28,39.92,152.63,24.73,46.16
ASPROPO,18/01/2020,41.038949,25.209137,0.02,1.51,28.21,1.3,19.63
ASSOPOS_DW,6/3/2018,38.29205,23.70917,0.71,3.04,75.05,1.13,15.96
ASSOPOS_UP,3/6/2020,38.30199722,23.59222563,0.89,19.64,40.99,8.17,8.17
ASSOPOS_UP,6/5/2021,38.30199722,23.59222563,0.29,0.29,31.09,0.29,20.22
ASSOPOS_UP,30/08/2019,38.30199722,23.59222563,0,0.01,1.36,0,0.66
ASSOPOS_UP,5/3/2018,38.30199722,23.59222563,0,13.78,75.44,11.71,17.87
ASSOPOS_UP,20/02/2019,38.30199722,23.59222563,0,38.2,96.47,21.43,21.43
ASSOPOS_UP,2/2/2020,38.30199722,23.59222563,0,4.92,49.74,3.34,25.66
ASSOPOS_UP,8/5/2019,38.30199722,23.59222563,0.35,3.54,58.94,2.13,14.73
BASDEKI,28/05/2021,40.59037222,23.76808611,0.55,1.28,11.82,0.73,6.92
BOLIA,26/08/2019,39.613932,20.470396,0.07,0.12,6.19,0.07,2.66
CHALKOUTSI,3/6/2020,38.3291506,23.7479782,1.84,24.22,44.24,7.86,7.86
CHALKOUTSI,27/05/2021,38.3291506,23.7479782,0,0.05,1.4,0.05,0.7
CHALKOUTSI,6/3/2018,38.3291506,23.7479782,0.71,3.04,75.05,1.13,15.96
CHALKOUTSI,3/2/2020,38.3291506,23.7479782,0.01,4.06,54.4,3.89,28.67
CHALKOUTSI,12/5/2018,38.3291506,23.7479782,0.92,40.88,46.05,24.15,24.15
CHALKOUTSI,29/05/2019,38.3291506,23.7479782,0,1.52,10.07,0.51,4.28
DAFNOULA,12/5/2018,38.2617658,23.4631176,1.52,38.27,44.78,24.98,24.98
DAFNOULA,29/05/2019,38.2617658,23.4631176,0,1.33,8.92,0.66,3.49
DAFNOULA,2/2/2020,38.2617658,23.4631176,0,4.8,46.35,3.04,23.1
DAFNOULA,27/05/2021,38.2617658,23.4631176,0,0,1.66,0,0.89
DAFNOULA,5/3/2018,38.2617658,23.4631176,0,13.48,80.96,11.55,20.29
DAFNOULA,29/01/2021,38.2617658,23.4631176,0,17.73,60.56,12.22,18.7
DESPATI,8/5/2019,41.41019,24.105485,3.65,36.16,139.78,16.61,16.74
DESPATI,18/05/2018,41.41019,24.105485,0.25,26.6,88.42,21.43,21.43
DESPATI,4/9/2020,41.41019,24.105485,0,0.01,77.73,0.01,18.47
DESPATI,9/5/2021,41.41019,24.105485,12.95,17.29,49.33,12.95,12.95
DESPATI,17/02/2019,41.41019,24.105485,0,9.88,131.32,4.82,48.68
DESPATI,12/1/2020,41.41019,24.105485,0.01,4.01,43,3.81,20.89
DIAKOPTO,14/04/2021,38.20312766,22.1890575,0.33,7.5,100.91,4.65,15.61
DIMHKOS,9/5/2019,38.57430692,21.28909209,0.14,31.24,112.92,13.9,17.62
DIMHKOS,4/7/2018,38.57430692,21.28909209,0.01,24.29,130.55,12.76,20.08
DIMHKOS,24/06/2019,38.57430692,21.28909209,0,2.29,18.44,1.78,3.81
DIMHKOS,16/05/2020,38.57430692,21.28909209,0,0,14.65,0,7.66
DIMHKOS,20/04/2021,38.57430692,21.28909209,26.5,30.2,84.03,26.5,26.5
DIMHKOS,20/08/2021,38.57430692,21.28909209,0,0.02,0.41,0.01,0.34
DIMHKOS,28/02/2018,38.57430692,21.28909209,18.98,109.14,282.39,30.69,31.46
DIMHKOS,19/02/2019,38.57430692,21.28909209,0,5.21,192.05,4.53,29.47
DIMHKOS,25/01/2020,38.57430692,21.28909209,0.04,0.05,3.56,0.04,1.36
DIMHKOS,23/02/2021,38.57430692,21.28909209,0.01,0.17,278.16,0.16,58.36
DIMHKOS,24/06/2019,38.57430692,21.28909209,0,2.29,18.44,1.78,3.81
DIMHKOS,18/07/2020,38.57430692,21.28909209,0.01,3.57,29.28,2.6,15.32
DOUME,1/2/2020,38.11255708,22.16149312,0.01,14.3,27.9,7.81,9.71
DRAMA,24/05/2018,41.14087,24.14227,1.14,22.72,94.1,11.98,13.75
DRAMA,4/9/2020,41.14087,24.14227,0,0,43.13,0,10.68
DRAMA,24/02/2018,41.14087,24.14227,0.03,4.66,90.85,2.37,19.29
DRAMA,28/02/2019,41.14087,24.14227,0.52,7.77,59.43,4.38,18.58
DRAMA,3/2/2020,41.14087,24.14227,0,3.42,10.26,2.3,3.31
DRAMA,2/2/2021,41.14087,24.14227,14.3,45.77,224.58,20.07,57.71
DRAMA,22/05/2019,41.14087,24.14227,0.1,6.75,74.92,4.29,17.64
DRAMA,31/05/2021,41.14087,24.14227,9.76,23.03,62.02,9.78,14.12
DS_AG_GEORGIOS,2/5/2018,40.611039,22.192149,0.86,3.93,13.74,2.39,5.43
DS_SKOURA,26/02/2018,36.993872,22.518558,1.99,41.17,117.25,12.27,26.27
DS_SKOURA,6/3/2019,36.993872,22.518558,0,12.53,124.77,7.3,56.65
DS_SKOURA,30/01/2020,36.993872,22.518558,0.84,9.83,20.35,8.15,8.15
DS_SKOURA,25/01/2021,36.993872,22.518558,1.58,32.03,156.72,13,30.75
DS_SKOURA,14/04/2021,36.993872,22.518558,0.72,1.11,56.33,0.72,10.23
DS_SKOURA,20/05/2020,36.993872,22.518558,0,0,11.2,0,6.91
ELASSON_UP,11/5/2021,39.938619,22.198423,0,2.55,40.22,1.24,16.39
ELEOUSA,21/05/2018,40.710854,22.678446,1.86,6.85,43.44,3.93,11.81
ELEOUSA,5/10/2018,40.710854,22.678446,0,16.53,16.9,13.56,13.56
ELEOUSA,23/07/2019,40.710854,22.678446,0.07,9.66,67.62,8.67,40
ELEOUSA,17/05/2019,40.710854,22.678446,1.84,10.57,23.29,4.97,4.97
ELEOUSA,25/05/2021,40.710854,22.678446,0,0.02,4.43,0.01,2.79
ELEOUSA,12/7/2020,40.710854,22.678446,0,10.08,15.28,5.89,5.89
ELEOUSA,5/2/2021,40.710854,22.678446,0.01,3.49,56.56,1.34,12.81
ELIA,16/04/2019,37.38446281,21.68998229,11.93,48.78,137.45,15.47,31.04
ELKE,19/04/2019,38.81332521,22.49479135,3.64,41.71,107.56,15.55,23.48
ELKE,7/5/2021,38.81332521,22.49479135,0,1.1,34.13,0.9,15.09
ELKE,10/9/2018,38.81332521,22.49479135,0.03,0.97,34.68,0.65,16.09
ELKE,25/02/2019,38.81332521,22.49479135,9.74,43.19,146.42,31.01,32.92
ELKE,7/2/2020,38.81332521,22.49479135,4.34,13.77,20.54,9.38,9.38
ELKE,19/02/2021,38.81332521,22.49479135,0.12,42.53,100.96,25.08,28.74
ELKE,4/3/2018,38.81332521,22.49479135,2.07,44.33,207.59,17.6,52.22
ELKE,3/5/2018,38.81332521,22.49479135,0.18,8.5,21.73,4.14,5.82
ENIPEA,6/5/2018,39.563521,22.087928,2.81,8.16,21.51,2.81,7.35
ENIPEA,20/05/2021,39.563521,22.087928,0.01,5.1,35.93,5.08,16.39
ENIPEA,22/08/2018,39.563521,22.087928,0.03,3.01,46.69,1.15,11.93
ENIPEA,25/08/2019,39.563521,22.087928,0,0.01,5.15,0,2.79
ENIPEA,5/3/2018,39.563521,22.087928,0.11,39.1,211.04,28.62,45.35
ENIPEA,18/02/2019,39.563521,22.087928,0,6.84,73.41,4.45,19.47
ENIPEA,2/3/2021,39.563521,22.087928,2.06,3.71,46.76,2.06,16.33
EPITALION,21/04/2018,37.64135264,21.47642386,0.2,1.66,63.46,0.87,26.77
EPITALION,17/04/2019,37.64135264,21.47642386,0.33,30.11,127.2,9.43,25.52
EPITALION,3/7/2018,37.64135264,21.47642386,0.04,54.6,142.12,24.45,39.24
EPITALION,20/06/2019,37.64135264,21.47642386,0.74,3.26,11.68,1.22,2.26
EPITALION,22/07/2020,37.64135264,21.47642386,0,0.84,20.31,0.72,8.5
EPITALION,11/3/2018,37.64135264,21.47642386,0,24.1,203.8,11.36,28.41
EPITALION,5/2/2019,37.64135264,21.47642386,0,50.57,268.87,20.29,45.02
EPITALION,26/01/2020,37.64135264,21.47642386,0.02,0.04,7.52,0.02,3.83
EPITALION,2/2/2021,37.64135264,21.47642386,14.92,61.52,189.62,32.58,33.39
ERKY,11/5/2018,38.46027098,22.93156164,3.89,52.7,61.96,23.37,23.37
ERKY,20/04/2019,38.46027098,22.93156164,0.84,34.67,99.07,15.93,26.26
ERKY,11/9/2018,38.46027098,22.93156164,0.67,2.98,27.94,2.22,10.3
ERKY,4/3/2018,38.46027098,22.93156164,0.63,27.62,147.19,13.07,35.87
ERKY,26/02/2019,38.46027098,22.93156164,4.11,44.66,129.82,27.29,27.29
ERYTHRO_DW,22/05/2018,41.344745,26.494029,0.01,3.9,33.61,2.89,7.66
ERYTHRO_DW,9/5/2019,41.344745,26.494029,0.17,7.77,47.5,4.31,9.03
ERYTHRO_DW,14/05/2021,41.344745,26.494029,0.01,0.5,30.02,0.33,12.8
ERYTHRO_DW,11/9/2018,41.344745,26.494029,0.01,8.43,9.92,8.05,8.05
ERYTHRO_DW,8/9/2019,41.344745,26.494029,0.03,0.56,7.98,0.37,3.58
ERYTHRO_DW,8/9/2020,41.344745,26.494029,0,0.1,3.42,0.1,1.27
ERYTHRO_UP,19/09/2018,41.437897,26.200564,0,3.34,15.55,2.05,11.41
ERYTHRO_UP,25/09/2019,41.437897,26.200564,2.55,10.34,11.34,7.68,7.68
ERYTHRO_UP,7/9/2021,41.437897,26.200564,0.07,2.18,8.48,1.93,2.51
ERYTHRO_UP,7/9/2021,41.437897,26.200564,0.07,2.18,8.48,1.93,2.51
EVERGETOYLAS,5/5/2018,39.129404,26.409341,0.07,0.12,2.71,0.07,1.24
EVERGETOYLAS,27/07/2018,39.129404,26.409341,0.25,0.53,32.13,0.26,11.95
EVROS_DW,23/05/2018,41.25651098,26.33080052,0.02,6.77,38.88,5.9,8.7
EVROS_DW,21/02/2018,41.25651098,26.33080052,2.77,18.95,101.92,14.24,23.32
EVROS_MD,9/5/2019,41.57141212,26.58694203,0.17,9.31,44.87,4.25,8.42
EVROS_MD,12/5/2021,41.57141212,26.58694203,0,0.77,30.82,0.41,11.34
EVROS_MD,10/9/2018,41.57141212,26.58694203,1.74,12.4,13.85,9.94,9.94
EVROS_MD,18/02/2019,41.57141212,26.58694203,0,6.91,53.54,2.63,9.97
EVROS_MD,9/2/2021,41.57141212,26.58694203,6.76,7.45,174.42,6.76,36.43
EVROS_UP_LYRA,9/9/2019,41.019826,26.363903,0.09,0.27,8.75,0.16,5.61
EVROS_UP_LYRA,19/02/2019,41.019826,26.363903,0,12.91,84.47,5.67,13.86
EVZONI,18/05/2018,41.1078152,22.53639423,0.14,24,65.15,9.17,9.17
EVZONI,18/05/2019,41.1078152,22.53639423,2.15,30.08,54.57,14.65,14.65
EVZONI,19/05/2020,41.1078152,22.53639423,0.2,0.35,53.42,0.2,13.91
EVZONI,26/05/2021,41.1078152,22.53639423,0.4,2.06,18.96,1.11,8.06
EVZONI,26/02/2019,41.1078152,22.53639423,0.01,6.51,66.71,6.04,18.55
EVZONI,29/01/2021,41.1078152,22.53639423,0.01,21.51,165.44,6.8,49.7
EXAPLATANOS,29/08/2021,40.9789342,22.1205747,2.19,17.26,38.43,10.72,10.72
FARAI,11/5/2019,38.09518584,21.72800665,0.02,23.9,78.22,8.85,22.08
FARAI,25/08/2018,38.09518584,21.72800665,0.37,0.61,36.95,0.37,15.55
FARAI,8/7/2020,38.09518584,21.72800665,0.96,28.2,40.57,22.22,22.22
FARAI,7/7/2021,38.09518584,21.72800665,0,0.05,33.6,0.04,15.8
FERRES,11/5/2019,40.899733,26.198855,5.24,15.05,56.09,5.24,12.01
FERRES,13/05/2021,40.899733,26.198855,0,1.47,25.47,1.34,8.95
FILIATRINO_EKV,15/06/2021,37.181212,21.580447,0.03,5.58,5.68,2.02,2.02
FILIPP,24/05/2018,40.998714,24.165827,0.79,13.59,62.56,7.55,9.95
FILIPP,31/05/2021,40.998714,24.165827,5.5,15.3,39.15,8.9,8.9
FILIPP,14/09/2018,40.998714,24.165827,0.24,12.21,29.72,4.39,14.02
FILIPP,12/9/2020,40.998714,24.165827,0,0.01,25.84,0,12.87
FILIPP,25/09/2021,40.998714,24.165827,0,15.63,31.29,8.63,8.63
FILIUR_DW,21/05/2019,41.00134,25.38836,0,4.86,30.43,1.99,8.11
FILIUR_DW,12/5/2020,41.00134,25.38836,0.22,8.34,28.51,7.74,8.68
FILIUR_DW,15/05/2021,41.00134,25.38836,0.01,0.16,16.71,0.14,7.27
FILIUR_DW,21/02/2018,41.00134,25.38836,0.55,19.49,90.28,18.6,19.57
FILIUR_DW,21/02/2019,41.00134,25.38836,0,1.63,139.64,1.62,39.32
FILIUR_DW,16/01/2020,41.00134,25.38836,0,1.57,30.49,1.31,23.66
FILIUR_DW,11/2/2021,41.00134,25.38836,0,25.28,196.13,24.56,49.41
FLORI,15/05/2018,40.81964444,21.49683889,0.59,30.54,86.87,9.82,15.39
FLORI,23/02/2018,40.81964444,21.49683889,3.12,18.44,97.95,7.4,19.93
FLORI,26/02/2021,40.81964444,21.49683889,0,0.52,66.08,0.38,18.81
FONISSA,6/9/2019,39.77298611,19.71891389,0,1.39,1.43,1.26,1.26
GALLIKOS_DW,20/05/2018,40.649201,22.829766,4.04,5.25,57.39,4.04,12.42
GALLIKOS_DW,19/05/2019,40.649201,22.829766,0,9.78,19.74,4.27,4.41
GALLIKOS_DW,16/05/2021,40.649201,22.829766,3.39,3.67,29.06,3.39,9.25
GALLIKOS_DW,18/09/2018,40.649201,22.829766,0.43,0.51,26.16,0.43,21.29
GALLIKOS_DW,25/02/2019,40.649201,22.829766,0.02,9.67,56.3,9.61,11.06
GALLIKOS_DW,5/2/2020,40.649201,22.829766,0,0.23,4.24,0.11,2.8
GALLIKOS_MD,18/05/2020,40.80758333,22.85614722,0,0.02,23.13,0.02,9.15
GALLIKOS_MD,27/05/2021,40.80758333,22.85614722,0.03,0.13,8.29,0.06,4.39
GALLIKOS_MD,19/09/2018,40.80758333,22.85614722,0.27,1.61,39.11,1.27,30.27
GALLIKOS_MD,19/09/2019,40.80758333,22.85614722,0.01,1.83,6.19,1.82,2.08
GALLIKOS_MD,3/9/2020,40.80758333,22.85614722,0,0,42.63,0,16.25
GALLIKOS_MD,1/9/2021,40.80758333,22.85614722,0.17,5.89,24.29,2.84,10.58
GALLIKOS_MD,26/02/2019,40.80758333,22.85614722,0.05,11.22,55.84,10.99,12.8
GALLIKOS_MD,5/2/2020,40.80758333,22.85614722,0,0.96,5.17,0.56,3.13
GALLIKOS_MD,30/01/2021,40.80758333,22.85614722,2.81,18.08,116.41,7.19,32.29
GALLIKOS_UP,26/05/2021,41.05842259,22.96571451,0.01,0.22,14.47,0.18,9.8
GAZANOS_DW,31/05/2018,35.33528542,25.063828,0.04,17.27,36.66,8.93,13.16
GAZANOS_DW,6/6/2019,35.33528542,25.063828,0.06,0.81,3.54,0.44,0.99
GAZANOS_DW,26/05/2021,35.33528542,25.063828,0,0,0.1,0,0.03
GAZANOS_DW,3/3/2019,35.33528542,25.063828,1.46,74.45,174.96,42.85,42.85
GEF_KALOGIROU,27/04/2018,39.1780525,20.88530543,0.47,0.77,19.9,0.47,6.9
GEF_KALOGIROU,8/4/2019,39.1780525,20.88530543,12.12,19.44,64.74,12.12,16.95
